,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,well
29,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,68.29057595176755,93.94049079145373,85.88734459299906,1451.8815886637797,0.26671741247504116,10.812342446033078,0.013319555623679894,D8
30,9aed2e5c-7127-46bd-8331-51407d127d8f,152.07093042543832,52.733501311874434,102.305771614358,1392.8897966483291,0.1197749343896882,24.07715783518959,0.029427226444936394,E1
31,48c60f84-a45b-4017-9430-12b3234fdc0e,164.00682064416375,168.06690230436868,240.53299671757728,1127.3932803338903,0.11105809894214223,25.96694907862946,0.03077550929752983,E3
32,5175dc78-a900-486e-8b14-6b0441555fe2,138.78791081914713,124.84767410911955,165.15736302866725,1271.207052043066,0.13123827289266232,21.974077656131964,0.02649027066618167,E4
33,9694a191-11f7-482c-bb4c-e119489126a4,79.93383858200566,154.24154747498721,162.55816361745565,1303.2664503255517,0.227867021494274,12.65580241093583,0.015319421092056097,E5
34,2a0a2e87-67a7-401a-943d-423159a4a939,238.50383687225133,60.76715383365885,222.6365387740717,1178.092470520018,0.0763689421233158,37.76194772140951,0.04490900676811841,E6
35,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,63.14887811736393,82.51106564358193,119.57894105875367,1434.7611151803005,0.28843403489186237,9.998265291685112,0.012271879376103476,E8
36,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,183.49786694517815,78.52188789816525,183.47711930324903,1254.5031258534077,0.09926156645585105,29.05293662963355,0.03489704486707196,F1
37,1edc0740-a22f-4216-bd49-d80627b2fb63,234.0481462855917,98.08772302743019,9.3607506438752,1358.503380043103,0.0778228155332628,37.0564850454093,0.04537563981477334,F2
38,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,161.95748597151797,64.0639452090959,250.67388773134803,1223.3046810880383,0.11246337645355213,25.642481054186014,0.03059833125172673,F3
39,5edc0763-1f2c-44f2-bf68-db785ae258b0,85.98861472003077,178.39813903974527,108.31929731681475,1327.2939489234093,0.21182206241593,13.614445856623488,0.016571819576131522,F4
